title,description,genres
PLACARDS,"Placards is a unique single-player puzzle experience that requires players to think both visually and strategically. Rearrange pixels on the screen by rotating or swapping to solve Placard puzzles. That Placard too big to solve in one go? Solve a piece at a time to get closer to that final Placard picture. From simple shapes to space ships to a fire breathing dragon, there are over 100 puzzles to keep you occupied for hours. So grab that cup of coffee, sit down on that comfy couch, and solve a few Placards today.

-Single player play.
-Rotate and swap pixels to solve Placard puzzles.
-Zoom to compare your Placard puzzle against the final picture.
-Progress saved automatically as you play (exit a Placard puzzle and come back later).
-Try to solve each Placard puzzle in as few moves as possible.
-176 Placard puzzles at launch (across 4 books or themes).
-Includes several large, multi-piece puzzles.
-Color Blind Mode (optimizes puzzle colors for colorblindness).
-Relax Mode (turns on ambient background sound).","Genre(s): Puzzle, General"
PLANTERA,"Welcome to Plantera!

Download Plantera on Wii U for free if you have already downloaded Plantera on Nintendo 3DS.
(Your Wii U and Nintendo 3DS must be linked with the same Nintendo Network ID.)

In the world of Plantera you grow your own garden and breed plants and animals to earn coins with their produce. Use the coins to buy new plants and animals, and also special items and garden expansions. Watch everything grow, help planting and harvesting, buy new things, and defend your garden from sneaky magpies, rabbits, foxes, and wolves. Raise your level and the productivity of your plants and animals! Earn more and more, and create your own dream garden!

Features:

-Relaxing gameplay.
--Create your own garden and breed different kinds of plants and animals.
-Watch adorable creatures animated in a vivid, colorful and cartoony art style.
-Interact with full touch screen controls.
--(designed for left-handers and right-handers)
-Experience a real-time innovation!
--Your garden grows even when your system is powered off.
-BUY 1 AND TAKE 2!
--Download Plantera on Wii U for free if you have already downloaded Plantera on Nintendo 3DS.
--(Your Wii U and Nintendo 3DS must be linked with the same Nintendo Network ID.)
-Invite your family or friends to have their own garden as well!
--(3 save files per game)
-Listen to the beautiful soundtrack by Jesse Valentine.
-For Beginners:
--A Tutorial and detailed In-Game Manual.
-For Experts:
--21 unlockable Achievements.","Genre(s): Strategy, Management, Business / Tycoon"
PLENTY OF FISHIES,"How big can you get? Make a splash. Swim with the fishies.

Exclusive to the Wii U; Plenty Of Fishies is a game that challenges you to get the highest score possible in several different game modes, mainly by eating fish smaller than you to get bigger. With several different multiplayer and solo player options, the amount of fun to be had is almost endless. Each level has it's own goals, and each mode is different in many ways. With and online leaderboard, challenge peoples scores from all over the world!","Genre(s): Action, General, Arcade"
POKEMON RUMBLE U,"Pokemon Rumble U is the tale of a great adventure featuring Toy Pokemon, beginning when a delivery of Toy Pokemon is swept down a river and washes up on a strange riverbank. Our bewildered Pokemon heroes set out to find their way back to the Toy Pokemon Shop. Along the way they discover all is not right. Players will learn why some of the Toy Pokemon are fighting each other, and what the enemy Pokemon are plotting.","Genre(s): Action, Beat-'Em-Up, Beat-'Em-Up, 2D, 3D"
POKER DICE SOLITAIRE FUTURE,"Get ready to roll the dice in this exciting eShop exclusive title for Wii U. In POKER DICE SOLITAIRE FUTURE, you simply roll the dice and try to build your best 5-card poker-style hand. You get rewarded points for every successful match and can even earn bonus points under certain conditions. Be careful, you if you don't create a match, then you lose points. Go for a high score and share your best with others on Miiverse! Grab this exciting title today!","Genre(s): Miscellaneous, Gambling, Board Games, Board / Card Game"
POKKEN TOURNAMENT,"(Also known as ""Pokemon Tekken"") Battle Pokémon in all-new, action-packed arena fights. Perform vivid Pokémon moves in all their glory with button combinations through an intuitive fighting system to unleash devastating attacks upon your opponent to become the Pokkén Tournament champion. Learn various fighting styles of Pokémon such as Pikachu, Charizard, Lucario, and more. Any fan will be able to learn and execute signature Pokémon moves with a press of a button. Turn the tide of battle by calling upon support Pokémon to assist, and unleash devastating attacks to KO your opponent. Battles await, and it’s up to you to claim the title of Pokkén Tournament champion. [Nintendo]","Genre(s): Action, Fighting, 3D"
PONCHO,"A robot, a poncho and a journey of discovery! Make your way through this world of pixelated parallax platforming to solve the ultimate puzzle: who is Poncho?

The world is ruined; mankind is gone and all that remains are robots. But for Poncho, the adventure is just beginning! Explore an open world full of colourful characters, leaping between parallax layers to overcome obstacles and solve puzzles. Can you make it to the Red Tower, meet your Maker and ultimately save humanity?

Key Features:

-A 2D world with 3D thinking! Use brains as well as platforming skill, moving back and forth through Poncho's world as well as left and right to progress.
-Discover new challenges around every corner: platforms that move when you do, areas that switch from 3D to 2D and back again, shifting walls, seemingly impossible ascents and much more!
-Gorgeous pixel graphics mix with clever gameplay and a catchy soundtrack to create a retro-style experience that's truly unique!","Genre(s): Action, Platformer, 2D"
PRESTON STERLING,"Preston Sterling and the Legend of Excalibur is the first episode of an adventure series that will transport you into the world of English myths and legends. Tackle tricky puzzles and enjoy an exciting story, lovable characters and stunning scenes and locations!","Genre(s): Adventure, Point-and-Click"
PRISM PETS,"Prism Pets, a colorfully cute puzzle that shines. Slide, smash and crash your way into color!

Prism Pets is a charming puzzle game combining cute animals with all the colors of the rainbow. Craft brand new colors by sliding around the playfield, but don't fill it up or it's game over! With hundreds of different combinations and nearly a dozen different animals to play with, Prism Pets provides hours of smashing, crashing, colorful fun.

-Endless challenge from one simple game mode
-A relaxing soundtrack
-Adorable pets and bright colors make this a great game for all","Genre(s): Puzzle, Matching"
PSIBO,"PSIBO is a game that mashes together mechanics of many timeless arcade classics in a new, sleek form. Fight your way through the hexagonal defense systems of the universe in the original levels, or try to get the highest score in the endless mode!

This game is merciless and hectic. Expect a challenge.

-25 Levels
-6 Bosses
-Endless Mode
-So many options!","Genre(s): Action, Arcade"
PSYSCROLR,"A boy with psychic powers beyond his control fights for the future.

psyscrolr is a unique platformer with Wii U GamePad Touch Screen elements. In this title, you will play the Scrolr, a boy who has inherited a presence from another world, which gives him psychic powers that he neither wanted nor dreamed of. In the game, you will be helped by the voice of his powers in his head, narrating what is happening as well as assisting in combat. Utilize new mechanics to pull, push, and destroy any obstacle in your way. Enjoy a hub-based layout where you can replay the levels with no penalty for death!","Genre(s): Action, Platformer, 2D"
PUDDLE,"Dive into Puddle, a physics game unlike any other!

Winner at the Independent Games Festival 2010, Puddle is now available on Nintendo Wii U.

Dive into Puddle, a game unlike any other where you have to guide a puddle of fluid by tilting the environment to the left or right!

Play carefully taking friction, gravity and temperature into account, and by using the unique properties of each type of fluid (water, oil, nitroglycerin, molten lava...) in a range of original environments.

Conserve as much fluid as possible when crossing a variety of obstacles such as burning passageways, carnivorous plants and electric currents!

Key features:
-49 levels specially re-mastered for the Nintendo Wii U!
-Play by using the Wii U GamePad accelerometer!
-Compare your score in the worldwide Leaderboard!
-Enter the world competition! Win as many Medals and Challenges as the best ones from the Puddle Community!","Genre(s): Miscellaneous, Puzzle, Action, Puzzle, Logic, Logic"
